success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,participant_id,screen_width,screen_height,is_mobile,age,gender,ai_use_frequency,ai_detection_experience,rt,stimulus,response,save_trial,trial_id,block,target_origin,set_size,target_present,cue_image,composite_image,target_position,correct_key,repetition,is_practice,no_response,correct,trial_index_global,true_origin,filename,realism_rating,classification_response,classification_correct
,,,,,html-keyboard-response,23,102131,0.0-23.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,24,103634,0.0-24.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""ai_006.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,25,104139,0.0-25.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,26,105428,0.0-26.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,1288,"<div style=""text-align:center""><img src=""ff_v4_021.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowleft,true,ff_021,face_face,ai,4,false,ai_006.png,ff_v4_021.png,,arrowleft,1,true,false,true,27,,,,,
,,,,,html-keyboard-response,27,106234,0.0-27.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,28,106743,0.0-28.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,29,107249,0.0-29.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,30,108752,0.0-30.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""real_010.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,31,109258,0.0-31.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,32,110196,0.0-32.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,938,"<div style=""text-align:center""><img src=""ff_v4_003.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowright,true,ff_003,face_face,real,4,true,real_010.png,ff_v4_003.png,3,arrowright,1,true,false,true,33,,,,,
,,,,,html-keyboard-response,33,111010,0.0-33.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,34,111517,0.0-34.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,35,112020,0.0-35.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,36,113523,0.0-36.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""real_033.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,37,114034,0.0-37.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,38,114886,0.0-38.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,850,"<div style=""text-align:center""><img src=""ff_v4_039.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowleft,true,ff_039,face_face,real,8,true,real_033.png,ff_v4_039.png,5,arrowright,1,true,false,false,39,,,,,
,,,,,html-keyboard-response,39,115693,0.0-39.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p class=""fb-no"">Неверно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,40,116198,0.0-40.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,41,116703,0.0-41.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,42,118208,0.0-42.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""ai_006.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,43,118716,0.0-43.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,44,120258,0.0-44.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,1541,"<div style=""text-align:center""><img src=""ff_v4_038.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowleft,true,ff_038,face_face,ai,8,false,ai_006.png,ff_v4_038.png,,arrowleft,1,true,false,true,45,,,,,
,,,,,html-keyboard-response,45,121068,0.0-45.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,46,121572,0.0-46.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,47,122080,0.0-47.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,48,123589,0.0-48.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""ai_008.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,49,124099,0.0-49.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,50,125571,0.0-50.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,1470,"<div style=""text-align:center""><img src=""ff_v4_019.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowleft,true,ff_019,face_face,ai,4,false,ai_008.png,ff_v4_019.png,,arrowleft,1,true,false,true,51,,,,,
,,,,,html-keyboard-response,51,126385,0.0-51.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,52,126898,0.0-52.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-button-response,53,132235,0.0-53.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,5336,"<div class=""box""><h2>Тренировка завершена</h2><p>Начинается основной блок. Обратной связи больше не будет.</p><p>Запоминайте показанное лицо и ищите его в наборе.</p><div class=""keys""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",0,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,54,132744,0.0-54.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,55,134247,0.0-55.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""ai_003.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,56,134759,0.0-56.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,57,135507,0.0-57.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,747,"<div style=""text-align:center""><img src=""ff_v4_032.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowright,true,ff_032,face_face,ai,4,true,ai_003.png,ff_v4_032.png,4,arrowright,1,false,false,true,58,,,,,
,,,,,html-keyboard-response,58,136009,0.0-58.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,59,136518,0.0-59.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,60,138032,0.0-60.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""real_015.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,61,138545,0.0-61.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,62,140190,0.0-62.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,1644,"<div style=""text-align:center""><img src=""ff_v4_034.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowleft,true,ff_034,face_face,real,8,false,real_015.png,ff_v4_034.png,,arrowleft,1,false,false,true,63,,,,,
,,,,,html-keyboard-response,63,140697,0.0-63.0,1,1,2026-06-10 16:23:18,fac33314ff793864f6ca77dbc392f4f8,50.7.47.206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36",desktop,Chrome,146.0.0.0,Windows,10.0,null,"ru,en;q=0.9",p_1781108603474_wyud,1440,960,false,18,female,4,3,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
